z,m_b_mean,m_b_sigma,dm_b_dz_mean,dm_b_dz_sigma
0.00299,11.197160625676037,0.02596651921056937,630.8614524347101,10.202783691382432
0.02821232323232323,16.10783273082216,0.021287545413246373,0.18693900204892763,4.216758944007062
0.05343464646464646,17.53248071527889,0.018691120370674254,-17.385345874876013,6.6321115764079055
0.0786569696969697,18.41055045968402,0.01827371590666974,-12.597530252697727,9.998570848122055
0.10387929292929293,19.05354601352052,0.019089192401887018,-3.243150239191523,10.996658871971755
0.12910161616161614,19.564338146832423,0.020399790314097357,5.651421502021497,9.822030291703228
0.15432393939393937,19.988519025102207,0.02119496910009126,11.58076444109908,7.263099488816971
0.1795462626262626,20.351818712643357,0.0211901676643172,14.920344404838186,4.931392205234236
0.20476858585858584,20.669196819100424,0.020653123744537667,16.458786617693214,3.36256467434759
0.22999090909090908,20.952051593972705,0.01976791962696903,16.973356398561165,2.383355825275384
0.2552132323232323,21.20766337503765,0.018881416022567297,16.824354706762435,1.8095392448822307
0.28043555555555555,21.440734500682144,0.018354857575123243,16.261683355959587,1.5517019214160823
0.30565787878787876,21.654964726533215,0.01818182320045786,15.45313765090213,1.481842905888458
0.330880202020202,21.852407260638095,0.01827465890475421,14.473207635979866,1.4870614331378986
0.3561025252525252,22.035781494006784,0.01879295552005304,13.393949578806428,1.4818153404097505
0.3813248484848485,22.20717002825118,0.019687112493917667,12.26190167724625,1.4541786276738486
0.4065471717171717,22.367903291581882,0.020769386553776806,11.136484499070315,1.4252076619353524
0.4317694949494949,22.518649655718164,0.02162890200197838,10.066574838937292,1.3841891806884619
0.45699181818181817,22.660955439523963,0.022224332525828547,9.05869353920956,1.358844827081676
0.4822141414141414,22.795984179401007,0.022864620134537106,8.103691323867503,1.3428479254101753
0.5074364646464646,22.924558875777908,0.02357228969819399,7.193340560327508,1.3442996675711545
0.532658787878788,23.047411038099714,0.024223243066861157,6.318124697066301,1.3592461157543403
0.5578811111111112,23.165253030993913,0.02495151662099542,5.4828168384845295,1.3761448815013155
0.5831034343434344,23.27854023512815,0.025848984186657983,4.685687299744267,1.404080675661181
0.6083257575757576,23.387494820055963,0.02691540568081315,3.9377367780475474,1.440346731195855
0.6335480808080808,23.492412843599674,0.028172559600377723,3.2430667991563755,1.4645453100768515
0.6587704040404041,23.593677418821606,0.029715392316009382,2.587696450692332,1.4870679786834564
0.6839927272727273,23.6914723902872,0.03151222680571412,1.975100965404772,1.4965047652950794
0.7092150505050505,23.785994060665725,0.03356690046923346,1.410858331939172,1.497282982059813
0.7344373737373737,23.877529221404842,0.03586168828255626,0.8856784893939914,1.5018066705044097
0.759659696969697,23.96627074269205,0.03840305669370898,0.4059689194544678,1.5097890029385015
0.7848820202020202,24.052417142989988,0.04113643662078831,-0.03546739881173013,1.5216452212053937
0.8101043434343435,24.136197390738868,0.04406054987669841,-0.44864904717037357,1.54978401413737
0.8353266666666667,24.217733695300858,0.047145068802253824,-0.8277527571151925,1.5962977250351693
0.8605489898989899,24.297231865946564,0.05031741158065208,-1.167495392740565,1.6572424423578722
0.8857713131313132,24.374737956356498,0.053601367783853354,-1.4793095969653443,1.7464071225666231
0.9109936363636364,24.450321914085194,0.056986366677435056,-1.766266107168178,1.8676283962483329
0.9362159595959596,24.524062159124988,0.060442548355983367,-2.027899579553781,2.014001976884076
0.9614382828282828,24.59601978448807,0.06394734207751274,-2.2613958092359807,2.1805111308457517
0.9866606060606061,24.66610870775375,0.06742734635252316,-2.451141145641016,2.3523803308246354
1.0118829292929292,24.7340002021909,0.07055642844416142,-2.5598322081332223,2.5147129910747297
1.0371052525252524,24.79898691609745,0.07266514019589271,-2.52206321348173,2.6299060146613575
1.0623275757575759,24.861020576613964,0.07354577462562736,-2.336086985241313,2.6817243647905546
1.087549898989899,24.920978776762976,0.0738492502672915,-2.056671053700998,2.6830687513019935
1.1127722222222223,24.979277086468777,0.07390599270064864,-1.7235919468652106,2.6545283498270362
1.1379945454545455,25.03617899752486,0.07384458001778256,-1.3610409850452427,2.614546268811784
1.1632168686868687,25.09180118216532,0.07374086303152727,-0.969940835791094,2.5595409953054684
1.188439191919192,25.146262992990277,0.07365322681880708,-0.5640057639422126,2.499395772390268
1.213661515151515,25.199657869087165,0.07364154030351706,-0.14728106303580393,2.4355492602374498
