z,mu_mean,mu_sigma,dl_mpc_mean,dl_mpc_sigma
2.67,46.16643157165836,0.2869893345345594,17260.28104885623,2304.319039461112
2.6799999999999997,46.17142834025933,0.2890105749727427,17302.19793779454,2327.1775234006614
2.69,46.176381799210915,0.2910290108290675,17343.88405139165,2350.092914592322
2.6999999999999997,46.181292419016074,0.2930445532741345,17385.34086613205,2373.064233554708
2.71,46.186160664099,0.29505711587102135,17426.569852289453,2396.0905141003554
2.7199999999999998,46.190986992894004,0.29706661452322236,17467.57247380084,2419.1708030649634
2.73,46.195771857933515,0.29907296742374406,17508.350188147186,2442.3041600409083
2.7399999999999998,46.20051570593448,0.30107609500530563,17548.904446240427,2465.4896571149347
2.75,46.205218977883554,0.3030759198916533,17589.236692316663,2488.7263786102862
2.76,46.20988210912079,0.305072366849926,17629.348363835255,2512.013420833088
2.77,46.214505529422276,0.30706536274408613,17669.240891383623,2535.3498918232613
2.78,46.219089663081476,0.3090548364893736,17708.91569858771,2558.734911110032
2.79,46.223634928989156,0.3110407190077606,17748.37420202768,2582.1676094717805
2.8,46.22814174071211,0.3130229431843963,17787.617811158805,2605.6471287006625
2.81,46.23261050657088,0.31500144382500517,17826.647928237442,2629.1726213716756
2.82,46.237041629715996,0.316976157614235,17865.46594825171,2652.7432506164328
2.8299999999999996,46.24143550820315,0.3189470230749141,17904.0732588569,2676.3581899014143
2.84,46.245792535067324,0.3209139805282162,17942.471240315375,2700.016622810955
2.8499999999999996,46.2501130983954,0.3228769720546916,17980.661265440744,2723.717742834653
2.86,46.25439758139815,0.3248359414561708,18018.644699546297,2747.4607531595007
2.8699999999999997,46.25864636248069,0.32679083421849153,18056.422900397454,2771.2448664663834
2.88,46.262859815311856,0.3287415974750579,18093.997218168013,2795.069304731263
2.8899999999999997,46.267038308892964,0.33068817997118644,18131.36899540029,2818.9332990306366
2.9,46.271182207624705,0.33263053202924625,18168.539566968837,2842.8360893516046
2.9099999999999997,46.275291871373774,0.33456860551455536,18205.510260047526,2866.776924406225
2.92,46.27936765553802,0.3365023538020198,18242.28239408014,2890.755061450196
2.9299999999999997,46.28340991111053,0.3384317317435097,18278.857280754077,2914.769766105898
2.94,46.28741898474302,0.34035669563593923,18315.236223977357,2938.820312189627
2.9499999999999997,46.29139521880797,0.34227720319004096,18351.420519858322,2962.9059815429805
2.96,46.295338951459854,0.34419321349982146,18387.411456688496,2987.0260638684135
2.9699999999999998,46.299250516695516,0.346104687012683,18423.210314928096,3011.179856568869
2.98,46.303130244413346,0.34801158550017247,18458.818367194217,3035.3666645912745
2.9899999999999998,46.30697846047188,0.349913872029391,18494.23687825166,3059.5858002741606
3.0,46.31079548674709,0.35181151093499535,18529.467105006053,3083.8365831989895
