z,m_b_mean,m_b_sigma,dm_b_dz_mean,dm_b_dz_sigma
0.00299,11.285534929639022,0.12333399164993016,700.759892485082,13.682335025181269
0.02821232323232323,16.184541445033414,0.12054402530180494,52.29004764662068,13.281479089402373
0.05343464646464646,17.59713113220139,0.11776569585507578,16.753712250139532,12.868051349610038
0.0786569696969697,18.46282567614403,0.11501476935953478,4.504034909645707,12.443064739561793
0.10387929292929293,19.093309093266903,0.11230808818215163,-1.4327147396446827,12.007709818221109
0.12910161616161614,19.592190718478655,0.10966321662010617,-4.766992936379764,11.563347089876775
0.15432393939393937,20.006848174508885,0.1070979950245686,-6.784406829157998,11.111495019203876
0.1795462626262626,20.362927605328704,0.10463001513135929,-8.048732628513967,10.653814515315691
0.20476858585858584,20.67587151641534,0.10227604042114462,-8.84629299033458,10.192090834860041
0.22999090909090908,20.95569019834014,0.10005140606807636,-9.33791638386061,9.728213830108103
0.2552132323232323,21.20923409222979,0.09796944133376835,-9.620780898457285,9.264157298718356
0.28043555555555555,21.44139016778872,0.0960409611496402,-9.75688570111861,8.801957998652277
0.30565787878787876,21.65576139216803,0.09427387172920054,-9.787434840132532,8.34369479394378
0.330880202020202,21.85507628514543,0.09267292699036683,-9.740657253357183,7.891468440914287
0.3561025252525252,22.041447932639215,0.09123965913310861,-9.636322396956071,7.447382655675305
0.3813248484848485,22.216544410243905,0.08997248973057224,-9.488484635571178,7.013527198707244
0.4065471717171717,22.38170469127942,0.08886700965901083,-9.307226966482474,6.591963641421413
0.4317694949494949,22.538019710909904,0.08791639982435591,-9.099813041200713,6.184714160915418
0.45699181818181817,22.686390420195565,0.08711195233288421,-8.871474662578926,5.7937531250581955
0.4822141414141414,22.827570207020223,0.08644364510405238,-8.625966012623977,5.42100041107204
0.5074364646464646,22.962196428577368,0.08590072245134779,-8.365963161317524,5.068314400377819
0.532658787878788,23.090814193225807,0.08547223925407008,-8.09335744249516,4.737481482157548
0.5578811111111112,23.213894519449067,0.08514753552010944,-7.809473736889415,4.4301978028181885
0.5831034343434344,23.331848347774624,0.08491661945970368,-7.515234150513071,4.148038175951268
0.6083257575757576,23.445037450558836,0.08477044873809443,-7.211281066127633,3.8924070066470433
0.6335480808080808,23.553782993236947,0.08470110982506016,-6.898069421820406,3.6644675495705714
0.6587704040404041,23.65837229958539,0.08470190336051711,-6.5759353838011965,3.4650496951959293
0.6839927272727273,23.75906423204792,0.08476734884056138,-6.245146774521112,3.2945432343178496
0.7092150505050505,23.856093496765485,0.08489312479962503,-5.9059393616699,3.1527923363460015
0.7344373737373737,23.94967410903255,0.08507596142536959,-5.55854220958164,3.039014825792503
0.759659696969697,24.040002200195307,0.08531350173370122,-5.203194620968528,2.9517720869404873
0.7848820202020202,24.127258305968166,0.08560414560085852,-4.840156679207835,2.8890081720048157
