z,m_b_mean,m_b_sigma,dm_b_dz_mean,dm_b_dz_sigma
0.00299,11.197096824576102,0.027810148247225764,621.6764091092836,23.404420323067566
0.02821232323232323,16.111348081239406,0.0201896204064989,0.9914628651161551,4.812095607044149
0.05343464646464646,17.53813872470514,0.017833595275870976,-10.561928981486558,11.927542461421552
0.0786569696969697,18.415880026309786,0.018348852146174828,-4.8680728113081075,15.372505927573032
0.10387929292929293,19.05602485884496,0.019401361628108123,2.058472937819441,15.12778089009325
0.12910161616161614,19.56234010722241,0.020240052626770186,7.751050237945515,13.46125629020162
0.15432393939393937,19.98248290617711,0.02076230328090971,11.926630606798772,11.421987241764944
0.1795462626262626,20.342394598207807,0.021047499883640797,14.77100185951707,9.461076766895617
0.20476858585858584,20.65779102509739,0.02122569083937129,16.546204841079344,7.758379559922808
0.22999090909090908,20.93892531894301,0.021422028074427578,17.492206226675467,6.372825284421401
0.2552132323232323,21.192862088090628,0.021727790878080192,17.806067629332187,5.304299014316513
0.28043555555555555,21.424676955400216,0.022192900690481555,17.64318843182695,4.521279234535862
0.30565787878787876,21.638137964848035,0.022832318851329914,17.12459271202978,3.9769627112797736
0.330880202020202,21.83611645403525,0.02363816107800066,16.344522347201142,3.6205714285734256
0.3561025252525252,22.020847447133043,0.02459149308715763,15.376692205823295,3.4047605162591106
0.3813248484848485,22.19410174784567,0.025670679285954304,14.279042953979863,3.2892889299652976
0.4065471717171717,22.357303770545062,0.026855602552966314,13.097258400039136,3.2421526135901866
0.4317694949494949,22.511614629605766,0.0281287319454725,11.867393664201755,3.239393340878148
0.45699181818181817,22.657992155904704,0.029474677510987694,10.617888735086613,3.264146935261191
0.4822141414141414,22.797235111348428,0.03087957389228284,9.371138876564071,3.305207055373568
0.5074364646464646,22.930016320745853,0.0323308794245963,8.144724516520473,3.355446860057748
0.532658787878788,23.05690788451121,0.03381754974368619,6.952373676195041,3.4104283753965428
0.5578811111111112,23.178400632017414,0.03533030647825072,5.80471757068075,3.4673622106678135
0.5831034343434344,23.294919304818595,0.03686178806526182,4.709888937854632,3.5244139125914162
0.6083257575757576,23.406834509583106,0.03840653015633867,3.674000374460188,3.580276242440509
0.6335480808080808,23.51447218356912,0.03996082853310901,2.701529247620255,3.633922284808578
0.6587704040404041,23.61812112038033,0.041522551649654287,1.7956283495168117,3.6844765998980216
0.6839927272727273,23.718038973122145,0.04309092749470668,0.9583769841159381,3.731162412282981
0.7092150505050505,23.814457060644216,0.04466627921585682,0.19098436506349578,3.7732953291006806
0.7344373737373737,23.907584235108608,0.046249658044942146,-0.5060449565759165,3.8103011193158367
0.759659696969697,23.997610017303767,0.047842331987298876,-1.1327759078890145,3.841740093282959
0.7848820202020202,24.08470716528078,0.0494451322682085,-1.6897321375505925,3.8673250798691963
0.8101043434343435,24.169033808879487,0.05105772600873672,-2.1778056038935296,3.8869242778478705
0.8353266666666667,24.250735254796826,0.05267795392058742,-2.598183800158677,3.9005447727993685
0.8605489898989899,24.329945541471467,0.05430141733561555,-2.952292720056312,3.908297827134326
0.8857713131313132,24.406788798522957,0.05592148725902214,-3.2417537556457687,3.91035299839698
0.9109936363636364,24.481380442038695,0.05752982075763742,-3.468352139139286,3.906892953633528
0.9362159595959596,24.5538282174566,0.05911732386411751,-3.6340136748912677,3.8980817358286184
