z,m_b_mean,m_b_sigma,dm_b_dz_mean,dm_b_dz_sigma
0.00299,11.216101543280372,0.019263186487895906,728.3299412324242,1.7209731842809297
0.02821232323232323,16.120151643869995,0.016678525762376894,79.1274348877799,1.5541480624151027
0.05343464646464646,17.537896712424835,0.014471225920338728,42.861169135843596,1.4023142517376161
0.0786569696969697,18.40876063357201,0.012832789561250947,29.883366958942307,1.263997809068723
0.10387929292929293,19.044323632915813,0.011904580486403646,23.219907319429744,1.1370772522586132
0.12910161616161614,19.548090428870427,0.011683893437251265,19.160514186562512,1.0206291638781482
0.15432393939393937,19.967338645386835,0.011997568418715132,16.420222323765024,0.9154370055134691
0.1795462626262626,20.327624501956084,0.012596431149461967,14.436175518696642,0.8231859571012332
0.20476858585858584,20.64431540661855,0.013270134203769886,12.92305928968116,0.7452605723756077
0.22999090909090908,20.927364675600653,0.013894574055246118,11.72099057998541,0.6819656023275827
0.2552132323232323,21.1835854092581,0.014425585175706033,10.733578813994624,0.6324413800186541
0.28043555555555555,21.41784675332562,0.014874994293602789,9.899408476571912,0.5950744476124483
0.30565787878787876,21.633752032030873,0.01528622814208647,9.177641667616834,0.5680398102636792
0.330880202020202,21.834046166057885,0.01571384933344357,8.54020175877331,0.5497064645129297
0.3561025252525252,22.020872074552003,0.016207717342940593,7.967270234381278,0.5388187271732318
0.3813248484848485,22.195938256322567,0.016802395066479264,7.444560409016831,0.5344948349019546
0.4065471717171717,22.360631818211605,0.01751253113149905,6.9615967298377734,0.5361268596494081
0.4317694949494949,22.516096784283413,0.018333968263967815,6.510590291900559,0.5432541198535065
0.45699181818181817,22.663289650304222,0.01924880464110278,6.085682387625331,0.5554544600678566
0.4822141414141414,22.803019652194592,0.02023184872374018,5.682423194604704,0.5722732768564645
0.5074364646464646,22.93597854177577,0.021256353391310802,5.297405105388764,0.5931930928038482
0.532658787878788,23.06276301605233,0.02229800827541305,4.928000253026302,0.6176360419654965
0.5578811111111112,23.183891904714045,0.023337121666546615,4.572169702302275,0.6449869268037196
0.5831034343434344,23.299819548281693,0.024359404989785272,4.228322830455314,0.6746245525259246
0.6083257575757576,23.410946358395048,0.02535586661883595,3.895212436438356,0.7059521062455687
0.6335480808080808,23.517627258459143,0.02632222759131643,3.5718556707878277,0.7384213595671274
0.6587704040404041,23.620178505058906,0.02725813440465139,3.2574738873343034,0.7715488948059053
0.6839927272727273,23.71888325511658,0.02816632855785326,2.9514465389008757,0.8049247523087615
